model_id,model,P_vector,model_average_fidelity,model_average_fidelity_gauge
20260213_143415_perturbed_777,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.0, 0.035172, 0.006927]",0.789008,
20260213_143415_perturbed_778,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.639376, 0.504526, 0.564767]",0.534339,
20260213_143415_perturbed_779,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.498947, 0.409446, 0.419614]",0.567938,
20260213_143415_perturbed_780,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.61102, 0.861976, 0.681419]",0.517656,
20260213_143415_perturbed_781,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.577307, 0.731714, 0.77285]",0.453401,
20260213_143415_perturbed_782,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.222284, 0.585423, 0.32449]",0.652238,
20260213_143415_perturbed_783,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.20123, 0.478606, 0.201397]",0.709939,
20260213_143415_perturbed_784,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.995091, 0.348765, 0.935279]",0.621829,
20260213_143415_perturbed_785,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.671116, 0.669595, 0.796566]",0.472723,
20260213_143415_perturbed_786,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.137123, 0.819733, 0.348578]",0.606332,
20260213_143415_perturbed_787,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.0, 0.690042, 0.090342]",0.700585,
20260213_143415_perturbed_788,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.639376, 0.667082, 0.822286]",0.445916,
20260213_143415_perturbed_789,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.498947, 0.764675, 0.711198]",0.479515,
20260213_143415_perturbed_790,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.61102, 0.047346, 0.312501]",0.578653,
20260213_143415_perturbed_791,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.577307, 0.176052, 0.113706]",0.514398,
20260213_143415_perturbed_792,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.222284, 0.324737, 0.535994]",0.713235,
20260213_143415_perturbed_793,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.20123, 0.505071, 0.704393]",0.770936,
20260213_143415_perturbed_794,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.995091, 0.481876, 0.447974]",0.682826,
20260213_143415_perturbed_795,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.671116, 0.112261, 0.291066]",0.53372,
20260213_143415_perturbed_796,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.137123, 0.250576, 0.228751]",0.667329,
20260213_143415_perturbed_797,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.0, 0.471384, 0.497285]",0.761582,
20260213_143415_perturbed_798,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.639376, 0.193404, 0.142819]",0.506913,
20260213_143415_perturbed_799,"[[[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]], [[(0.9586622817433695-0.02972316208504282j), (0.2740163901161553+0.07069781570865026j)], [(-0.23437349317983572-0.15859454244375729j), (0.6122933058569775+0.7382504618383053j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.498947, 0.167571, 0.108575]",0.540511,
20260213_143415_perturbed_800,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.408495, 0.690727]",0.665524,
20260213_143415_perturbed_801,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.57507, 0.489718]",0.601269,
20260213_143415_perturbed_802,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.188652, 0.360045]",0.800106,
20260213_143415_perturbed_803,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.193288, 0.367379]",0.857807,
20260213_143415_perturbed_804,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.786843, 0.79447]",0.769697,
20260213_143415_perturbed_805,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.463411, 0.637661]",0.620591,
20260213_143415_perturbed_806,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.314531, 0.238139]",0.7542,
20260213_143415_perturbed_807,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.214737, 0.194389]",0.848453,
20260213_143415_perturbed_808,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.594574, 0.524089]",0.593784,
20260213_143415_perturbed_809,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.7985236763916979+0.17908954165076002j), (-0.46710165320421215+0.3348177412968144j)], [(-0.5700122475967798+0.07330014940554948j), (-0.46232923425617717+0.6752516603747736j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.530741, 0.441123]",0.627383,
20260213_143415_perturbed_810,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.935526, 0.052359]",0.568779,
20260213_143415_perturbed_811,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.980401, 0.026474]",0.504524,
20260213_143415_perturbed_812,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.416602, 0.549288]",0.703361,
20260213_143415_perturbed_813,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.208209, 0.757651]",0.761062,
20260213_143415_perturbed_814,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.64292, 0.401692]",0.672952,
20260213_143415_perturbed_815,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.845508, 0.156903]",0.523846,
20260213_143415_perturbed_816,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.770007, 0.19722]",0.657455,
20260213_143415_perturbed_817,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.422596, 0.532336]",0.751708,
20260213_143415_perturbed_818,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.940566, 0.072044]",0.497039,
20260213_143415_perturbed_819,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(-0.01410222926840003-0.6833489380423342j), (0.7299180723356081+0.00741374965487504j)], [(-0.7291311606837871-0.03468582600989477j), (-0.05348082123239851+0.6813988888707061j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.97397, 0.02584]",0.530638,
20260213_143415_perturbed_820,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.194429, 0.197428]",0.718697,
20260213_143415_perturbed_821,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.089725, 0.217633]",0.654442,
20260213_143415_perturbed_822,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.617755, 0.196567, 0.322257]",0.853278,
20260213_143415_perturbed_823,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.822012, 0.429784, 0.461718]",0.910979,
20260213_143415_perturbed_824,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.315158, 0.611181, 0.748313]",0.82287,
20260213_143415_perturbed_825,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.159582, 0.120468, 0.327757]",0.673763,
20260213_143415_perturbed_826,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.267623, 0.06866, 0.055273]",0.807372,
20260213_143415_perturbed_827,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.620974, 0.325232, 0.202301]",0.901626,
20260213_143415_perturbed_828,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.055204, 0.109148, 0.287936]",0.646956,
20260213_143415_perturbed_829,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.034855, 0.057014, 0.166981]",0.680555,
20260213_143415_perturbed_830,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.084582, 0.732865, 0.167944]",0.67586,
20260213_143415_perturbed_831,"[[[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.021492, 0.683083, 0.371911]",0.611604,
